省份,城市,年份,价格,趋势,,,,,,,
广东,揭阳,2015,5481,5.00% ↑,,,,,,,
广东,揭阳,2016,4971,0.33% ↓,,,,,,,
广东,揭阳,2017,6047,0.12% ↑,,,,,,,
广东,揭阳,2018,6121,2.49% ↓,,,,,,,
广东,揭阳,2019,6718,2.00% ↑,,,,,,,
广东,揭阳,2020,6548,2.04% ↓,,,,,,,
广东,揭阳,2021,6445,0.13% ↓,,,,,,,
广东,揭阳,2022,6691,0.84% ↑,,,,,,,
广东,揭阳,2023,6489,0.69% ↑,,,,,,,
广东,揭阳,2024,6478,—,,,,,,,
广东,茂名,2015,5540,—,,,,,,,
广东,茂名,2016,5861,0.19% ↑,,,,,,,
广东,茂名,2017,7236,0.02% ↓,,,,,,,
广东,茂名,2018,7137,1.97% ↓,,,,,,,
广东,茂名,2019,7802,3.43% ↓,,,,,,,
广东,茂名,2020,7618,0.41% ↑,,,,,,,
广东,茂名,2021,7168,0.19% ↑,,,,,,,
广东,茂名,2022,6676,3.06% ↓,,,,,,,
广东,茂名,2023,6609,0.07% ↓,,,,,,,
广东,茂名,2024,6602,0.55% ↓,,,,,,,
广东,梅州,2017,7855,0.06% ↑,,,,,,,
广东,梅州,2018,6981,5.74% ↓,,,,,,,
广东,梅州,2019,5751,0.18% ↓,,,,,,,
广东,梅州,2020,5802,0.45% ↑,,,,,,,
广东,梅州,2021,5799,0.16% ↑,,,,,,,
广东,梅州,2022,5763,0.34% ↓,,,,,,,
广东,梅州,2023,5926,0.90% ↑,,,,,,,
广东,梅州,2024,6010,0.35% ↑,,,,,,,
广东,清远,2015,3803,1.00% ↓,,,,,,,
广东,清远,2016,3968,0.30% ↓,,,,,,,
广东,清远,2017,6636,0.05% ↑,,,,,,,
广东,清远,2018,7062,0.48% ↓,,,,,,,
广东,清远,2019,7248,0.87% ↓,,,,,,,
广东,清远,2020,7338,1.83% ↓,,,,,,,
广东,清远,2021,7106,1.21% ↑,,,,,,,
广东,清远,2022,6289,0.67% ↓,,,,,,,
广东,清远,2023,6138,1.49% ↓,,,,,,,
广东,清远,2024,6130,1.47% ↓,,,,,,,
广东,汕头,2016,7535,0.34% ↓,,,,,,,
广东,汕头,2017,8272,0.03% ↑,,,,,,,
广东,汕头,2018,8680,0.73% ↓,,,,,,,
广东,汕头,2019,9492,1.06% ↓,,,,,,,
广东,汕头,2020,9455,0.50% ↓,,,,,,,
广东,汕头,2021,9894,0.39% ↓,,,,,,,
广东,汕头,2022,10412,0.19% ↑,,,,,,,
广东,汕头,2023,9432,2.23% ↓,,,,,,,
广东,汕头,2024,9433,0.32% ↑,,,,,,,
广东,汕尾,2017,7493,0.09% ↓,,,,,,,
广东,汕尾,2018,6619,1.76% ↓,,,,,,,
广东,汕尾,2019,6982,0.23% ↓,,,,,,,
广东,汕尾,2020,7002,0.52% ↓,,,,,,,
广东,汕尾,2021,7010,0.67% ↓,,,,,,,
广东,汕尾,2022,7024,0.45% ↑,,,,,,,
广东,汕尾,2023,6636,1.44% ↓,,,,,,,
广东,汕尾,2024,6721,1.06% ↑,,,,,,,
广东,韶关,2015,4561,5.00% ↓,,,,,,,
广东,韶关,2016,4734,0.05% ↑,,,,,,,
广东,韶关,2017,5176,0.03% ↑,,,,,,,
广东,韶关,2018,5467,0.51% ↓,,,,,,,
广东,韶关,2019,5745,0.25% ↑,,,,,,,
广东,韶关,2020,5885,0.65% ↓,,,,,,,
广东,韶关,2021,5594,0.58% ↓,,,,,,,
广东,韶关,2022,5736,0.07% ↑,,,,,,,
广东,韶关,2023,5428,2.41% ↓,,,,,,,
广东,韶关,2024,5475,0.92% ↑,,,,,,,
广东,深圳,2010,16511,3.33% ↑,,,,,,,
广东,深圳,2011,17288,3.27% ↓,,,,,,,
广东,深圳,2012,19143,0.80% ↑,,,,,,,
广东,深圳,2013,24710,0.78% ↑,,,,,,,
广东,深圳,2014,27892,0.02% ↓,,,,,,,
广东,深圳,2015,41162,5.00% ↑,,,,,,,
广东,深圳,2016,42942,3.76% ↓,,,,,,,
广东,深圳,2017,51065,0.39% ↑,,,,,,,
广东,深圳,2018,52779,0.95% ↓,,,,,,,
广东,深圳,2019,54803,0.98% ↑,,,,,,,
广东,深圳,2020,55085,0.24% ↑,,,,,,,
广东,深圳,2021,56601,0.66% ↑,,,,,,,
广东,深圳,2022,56934,0.41% ↓,,,,,,,
广东,深圳,2023,57129,0.23% ↑,,,,,,,
广东,深圳,2024,57430,0.25% ↑,,,,,,,
广东,顺德,2018,8816,—,,,,,,,
广东,顺德,2019,9917,1.13% ↑,,,,,,,
广东,顺德,2020,10833,4.28% ↑,,,,,,,
广东,顺德,2021,10479,1.09% ↑,,,,,,,
广东,顺德,2022,10986,—,,,,,,,
广东,顺德,2023,10986,—,,,,,,,
广东,顺德,2024,10986,—,,,,,,,
广东,台山,2017,6392,0.18% ↑,,,,,,,
广东,台山,2018,6442,3.57% ↑,,,,,,,
广东,台山,2019,6666,1.62% ↓,,,,,,,
广东,台山,2020,5885,5.72% ↓,,,,,,,
广东,台山,2021,5861,—,,,,,,,
广东,台山,2022,5861,—,,,,,,,
广东,台山,2023,5519,1.69% ↓,,,,,,,
广东,台山,2024,5512,—,,,,,,,
广东,阳春,2018,5346,1.44% ↓,,,,,,,
广东,阳春,2019,5108,—,,,,,,,
广东,阳春,2020,5175,0.17% ↓,,,,,,,
广东,阳春,2021,5108,—,,,,,,,
广东,阳春,2022,5070,—,,,,,,,
广东,阳春,2023,4675,0.19% ↓,,,,,,,
广东,阳春,2024,4640,0.74% ↓,,,,,,,
广东,阳江,2015,4143,2.00% ↑,,,,,,,
广东,阳江,2016,4045,0.24% ↓,,,,,,,
广东,阳江,2017,5366,0.01% ↑,,,,,,,
广东,阳江,2018,5823,0.80% ↓,,,,,,,
广东,阳江,2019,6196,1.00% ↓,,,,,,,
广东,阳江,2020,6072,0.62% ↑,,,,,,,
广东,阳江,2021,5852,0.02% ↑,,,,,,,
广东,阳江,2022,5740,0.67% ↑,,,,,,,
广东,阳江,2023,5483,0.79% ↓,,,,,,,
广东,阳江,2024,5500,0.25% ↑,,,,,,,
广东,云浮,2018,5994,—,,,,,,,
广东,云浮,2019,6242,0.02% ↑,,,,,,,
广东,云浮,2020,6089,0.47% ↓,,,,,,,
广东,云浮,2021,6069,0.40% ↓,,,,,,,
广东,云浮,2022,6022,0.33% ↓,,,,,,,
广东,云浮,2023,5555,0.78% ↓,,,,,,,
广东,云浮,2024,5476,1.39% ↓,,,,,,,
广东,湛江,2015,5581,5.00% ↑,,,,,,,
广东,湛江,2016,6352,0.17% ↑,,,,,,,
广东,湛江,2017,6884,0.04% ↑,,,,,,,
广东,湛江,2018,6715,0.47% ↓,,,,,,,
广东,湛江,2019,7688,0.94% ↑,,,,,,,
广东,湛江,2020,8249,0.19% ↓,,,,,,,
广东,湛江,2021,9027,1.23% ↓,,,,,,,
广东,湛江,2022,8637,3.10% ↑,,,,,,,
广东,湛江,2023,8036,0.35% ↓,,,,,,,
广东,湛江,2024,8210,1.28% ↑,,,,,,,
广东,肇庆,2015,5492,2.00% ↑,,,,,,,
广东,肇庆,2016,5433,7.09% ↓,,,,,,,
广东,肇庆,2017,6908,0.07% ↑,,,,,,,
广东,肇庆,2018,7206,1.48% ↓,,,,,,,
广东,肇庆,2019,7209,1.50% ↓,,,,,,,
广东,肇庆,2020,7105,0.06% ↑,,,,,,,
广东,肇庆,2021,6647,0.36% ↑,,,,,,,
广东,肇庆,2022,6486,1.00% ↓,,,,,,,
广东,肇庆,2023,6424,0.74% ↓,,,,,,,
广东,肇庆,2024,6307,0.10% ↓,,,,,,,
广东,中山,2011,5432,4.45% ↓,,,,,,,
广东,中山,2012,4845,2.32% ↓,,,,,,,
广东,中山,2013,5199,0.48% ↑,,,,,,,
广东,中山,2014,6395,4.81% ↑,,,,,,,
广东,中山,2015,5877,2.00% ↑,,,,,,,
广东,中山,2016,8082,5.25% ↑,,,,,,,
广东,中山,2017,11175,0.04% ↑,,,,,,,
广东,中山,2018,11653,2.25% ↓,,,,,,,
广东,中山,2019,11108,0.59% ↑,,,,,,,
广东,中山,2020,10837,0.27% ↓,,,,,,,
广东,中山,2021,11549,0.23% ↑,,,,,,,
广东,中山,2022,10562,0.63% ↑,,,,,,,
广东,中山,2023,9473,2.01% ↓,,,,,,,
广东,中山,2024,9346,0.19% ↓,,,,,,,
广东,珠海,2011,10677,9.73% ↓,,,,,,,
广东,珠海,2012,9379,0.35% ↑,,,,,,,
广东,珠海,2013,11274,3.07% ↑,,,,,,,
广东,珠海,2014,12133,1.62% ↓,,,,,,,
广东,珠海,2015,14860,3.00% ↑,,,,,,,
广东,珠海,2016,18917,1.06% ↑,,,,,,,
广东,珠海,2017,19374,0.02% ↑,,,,,,,
广东,珠海,2018,20611,0.15% ↓,,,,,,,
广东,珠海,2019,20959,0.12% ↑,,,,,,,
广东,珠海,2020,20718,0.19% ↓,,,,,,,
广东,珠海,2021,23412,0.94% ↑,,,,,,,
广东,珠海,2022,22107,2.23% ↓,,,,,,,
广东,珠海,2023,21005,0.51% ↓,,,,,,,
广东,珠海,2024,20968,0.08% ↑,,,,,,,
广西,百色,2018,5050,—,,,,,,,
广西,百色,2019,5039,0.01% ↓,,,,,,,
广西,百色,2020,4961,0.20% ↑,,,,,,,
广西,百色,2021,4992,1.71% ↓,,,,,,,
广西,百色,2022,4958,0.46% ↓,,,,,,,
广西,百色,2023,4881,0.91% ↑,,,,,,,
广西,百色,2024,4907,2.57% ↑,,,,,,,
广西,北海,2015,4589,2.00% ↑,,,,,,,
广西,北海,2016,4443,0.95% ↑,,,,,,,
广西,北海,2017,5616,0.04% ↑,,,,,,,
广西,北海,2018,6689,0.82% ↓,,,,,,,
广西,北海,2019,6695,1.19% ↓,,,,,,,
广西,北海,2020,6696,1.89% ↓,,,,,,,
广西,北海,2021,6040,2.29% ↓,,,,,,,
广西,北海,2022,5940,0.35% ↓,,,,,,,
广西,北海,2023,5506,0.94% ↓,,,,,,,
广西,北海,2024,5641,2.19% ↑,,,,,,,
广西,崇左,2018,5494,—,,,,,,,
广西,崇左,2019,5040,—,,,,,,,
广西,崇左,2020,5040,—,,,,,,,
广西,崇左,2021,4960,0.32% ↓,,,,,,,
广西,崇左,2022,4959,1.60% ↑,,,,,,,
广西,崇左,2023,4560,1.59% ↑,,,,,,,
广西,崇左,2024,4229,4.41% ↓,,,,,,,
广西,防城港,2016,3762,4.07% ↓,,,,,,,
广西,防城港,2017,4391,0.07% ↑,,,,,,,
广西,防城港,2018,6381,0.92% ↓,,,,,,,
广西,防城港,2019,5566,0.38% ↑,,,,,,,
广西,防城港,2020,5550,0.24% ↑,,,,,,,
广西,防城港,2021,5174,0.16% ↓,,,,,,,
广西,防城港,2022,5021,0.59% ↓,,,,,,,
广西,防城港,2023,4299,0.74% ↓,,,,,,,
广西,防城港,2024,4359,0.94% ↑,,,,,,,
广西,贵港,2015,3974,2.00% ↓,,,,,,,
广西,贵港,2016,4131,0.74% ↑,,,,,,,
广西,贵港,2017,5008,0.11% ↑,,,,,,,
广西,贵港,2018,6489,1.06% ↓,,,,,,,
广西,贵港,2019,6340,1.30% ↓,,,,,,,
广西,贵港,2020,6251,0.15% ↓,,,,,,,
广西,贵港,2021,5334,1.92% ↓,,,,,,,
广西,贵港,2022,5072,1.51% ↓,,,,,,,
广西,贵港,2023,5051,1.46% ↓,,,,,,,
广西,贵港,2024,5171,2.33% ↑,,,,,,,
广西,桂林,2011,5271,0.70% ↑,,,,,,,
广西,桂林,2012,5493,0.69% ↑,,,,,,,
广西,桂林,2013,6142,3.42% ↑,,,,,,,
广西,桂林,2015,5664,11.00% ↓,,,,,,,
广西,桂林,2016,5973,0.40% ↑,,,,,,,
广西,桂林,2017,6132,—,,,,,,,
广西,桂林,2018,6450,0.69% ↓,,,,,,,
广西,桂林,2019,6577,0.64% ↓,,,,,,,
广西,桂林,2020,6507,0.90% ↑,,,,,,,
广西,桂林,2021,6052,3.78% ↓,,,,,,,
广西,桂林,2022,5709,2.85% ↓,,,,,,,
广西,桂林,2023,5974,0.87% ↓,,,,,,,
广西,桂林,2024,5939,0.34% ↑,,,,,,,
广西,河池,2018,5173,—,,,,,,,
广西,河池,2019,4575,0.08% ↑,,,,,,,
广西,河池,2020,4638,0.20% ↑,,,,,,,
广西,河池,2021,4910,0.70% ↓,,,,,,,
广西,河池,2022,4646,0.37% ↓,,,,,,,
广西,河池,2023,4539,0.02% ↓,,,,,,,
广西,河池,2024,4581,0.91% ↑,,,,,,,
广西,贺州,2018,5263,1.52% ↓,,,,,,,
广西,贺州,2019,6200,—,,,,,,,
广西,贺州,2020,6200,0.16% ↑,,,,,,,
广西,贺州,2021,5886,0.70% ↓,,,,,,,
广西,贺州,2022,5846,0.06% ↓,,,,,,,
广西,贺州,2023,4929,2.01% ↓,,,,,,,
广西,贺州,2024,5069,0.95% ↑,,,,,,,
广西,来宾,2019,4486,—,,,,,,,
广西,来宾,2020,4537,0.40% ↑,,,,,,,
广西,来宾,2021,4508,0.02% ↓,,,,,,,
广西,来宾,2022,4490,0.03% ↓,,,,,,,
广西,来宾,2023,4358,0.16% ↓,,,,,,,
广西,来宾,2024,4366,0.25% ↑,,,,,,,
广西,柳州,2014,6741,2.31% ↓,,,,,,,
广西,柳州,2015,6371,2.00% ↑,,,,,,,
广西,柳州,2016,6649,0.21% ↓,,,,,,,
广西,柳州,2017,7605,0.01% ↑,,,,,,,
广西,柳州,2018,8613,0.19% ↑,,,,,,,
广西,柳州,2019,9175,0.67% ↑,,,,,,,
广西,柳州,2020,9110,0.71% ↓,,,,,,,
广西,柳州,2021,8562,1.44% ↓,,,,,,,
广西,柳州,2022,7885,0.71% ↓,,,,,,,
广西,柳州,2023,6977,0.90% ↓,,,,,,,
广西,柳州,2024,7069,1.69% ↑,,,,,,,
广西,南宁,2011,7374,0.88% ↓,,,,,,,
广西,南宁,2012,6767,2.00% ↓,,,,,,,
广西,南宁,2013,6995,0.33% ↑,,,,,,,
广西,南宁,2014,6290,2.54% ↓,,,,,,,
广西,南宁,2015,6694,1.00% ↑,,,,,,,
广西,南宁,2016,7203,0.81% ↑,,,,,,,
广西,南宁,2017,9438,0.01% ↓,,,,,,,
广西,南宁,2018,10453,0.72% ↓,,,,,,,
广西,南宁,2019,10891,0.45% ↓,,,,,,,
广西,南宁,2020,10875,0.41% ↓,,,,,,,
广西,南宁,2021,11066,1.79% ↓,,,,,,,
广西,南宁,2022,10482,1.52% ↓,,,,,,,
广西,南宁,2023,9762,0.45% ↓,,,,,,,
广西,南宁,2024,9714,0.11% ↑,,,,,,,
广西,钦州,2015,3259,1.00% ↓,,,,,,,
广西,钦州,2016,3356,0.61% ↑,,,,,,,
广西,钦州,2017,3530,0.01% ↑,,,,,,,
广西,钦州,2018,4151,1.26% ↑,,,,,,,
广西,钦州,2019,4519,0.17% ↑,,,,,,,
广西,钦州,2020,4531,0.58% ↑,,,,,,,
广西,钦州,2021,4465,0.04% ↓,,,,,,,
广西,钦州,2022,4475,0.15% ↑,,,,,,,
广西,钦州,2023,4446,1.53% ↑,,,,,,,
广西,钦州,2024,4527,0.25% ↑,,,,,,,
广西,梧州,2015,3632,3.00% ↓,,,,,,,
广西,梧州,2016,3673,0.67% ↑,,,,,,,
广西,梧州,2017,4102,0.07% ↑,,,,,,,
广西,梧州,2018,4838,0.75% ↑,,,,,,,
广西,梧州,2019,5398,0.45% ↑,,,,,,,
广西,梧州,2020,5290,0.34% ↑,,,,,,,
广西,梧州,2021,5053,1.74% ↓,,,,,,,
广西,梧州,2022,4952,1.18% ↑,,,,,,,
广西,梧州,2023,4610,0.07% ↓,,,,,,,
广西,梧州,2024,4552,0.33% ↑,,,,,,,
广西,玉林,2015,4232,—,,,,,,,
广西,玉林,2016,4279,1.11% ↓,,,,,,,
广西,玉林,2017,4838,0.02% ↓,,,,,,,
广西,玉林,2018,5599,1.16% ↑,,,,,,,
广西,玉林,2019,5647,0.70% ↓,,,,,,,
广西,玉林,2020,5677,0.17% ↓,,,,,,,
广西,玉林,2021,5276,0.78% ↓,,,,,,,
广西,玉林,2022,5060,0.47% ↑,,,,,,,
广西,玉林,2023,4910,0.43% ↓,,,,,,,
广西,玉林,2024,4901,0.36% ↓,,,,,,,
贵州,安顺,2019,5217,0.07% ↓,,,,,,,
贵州,安顺,2020,5166,0.28% ↓,,,,,,,
贵州,安顺,2021,4928,0.04% ↓,,,,,,,
贵州,安顺,2022,4945,0.11% ↑,,,,,,,
贵州,安顺,2023,4350,1.27% ↓,,,,,,,
贵州,安顺,2024,4473,2.08% ↑,,,,,,,
贵州,毕节,2019,4709,0.14% ↑,,,,,,,
贵州,毕节,2020,4698,0.50% ↓,,,,,,,
贵州,毕节,2021,4575,0.19% ↑,,,,,,,
贵州,毕节,2022,4626,0.32% ↓,,,,,,,
贵州,毕节,2023,4394,1.89% ↓,,,,,,,
贵州,毕节,2024,4475,0.41% ↑,,,,,,,
贵州,贵阳,2011,5443,0.33% ↑,,,,,,,
贵州,贵阳,2012,5082,0.85% ↑,,,,,,,
贵州,贵阳,2013,5314,2.39% ↓,,,,,,,
贵州,贵阳,2014,5452,0.15% ↑,,,,,,,
贵州,贵阳,2015,5758,3.00% ↓,,,,,,,
贵州,贵阳,2016,6125,0.90% ↓,,,,,,,
贵州,贵阳,2017,7424,0.03% ↑,,,,,,,
贵州,贵阳,2018,9665,2.21% ↓,,,,,,,
贵州,贵阳,2019,9103,0.39% ↓,,,,,,,
贵州,贵阳,2020,8864,0.31% ↓,,,,,,,
贵州,贵阳,2021,8598,0.36% ↓,,,,,,,
贵州,贵阳,2022,8222,0.23% ↑,,,,,,,
贵州,贵阳,2023,7669,0.55% ↓,,,,,,,
贵州,贵阳,2024,7659,0.41% ↑,,,,,,,
贵州,六盘水,2015,4209,1.00% ↓,,,,,,,
贵州,六盘水,2016,3776,—,,,,,,,
贵州,六盘水,2018,4388,1.63% ↑,,,,,,,
贵州,六盘水,2019,5001,—,,,,,,,
贵州,六盘水,2020,4968,0.39% ↓,,,,,,,
贵州,六盘水,2021,4887,0.10% ↓,,,,,,,
贵州,六盘水,2022,4848,0.25% ↑,,,,,,,
贵州,六盘水,2023,4666,0.26% ↓,,,,,,,
贵州,六盘水,2024,4551,—,,,,,,,
贵州,黔东南,2019,5821,0.29% ↓,,,,,,,
贵州,黔东南,2020,5818,0.07% ↑,,,,,,,
贵州,黔东南,2021,5682,0.34% ↓,,,,,,,
贵州,黔东南,2022,5694,0.41% ↑,,,,,,,
贵州,黔东南,2023,4952,2.02% ↓,,,,,,,
贵州,黔东南,2024,4842,1.12% ↓,,,,,,,
贵州,黔南,2019,4913,0.09% ↑,,,,,,,
贵州,黔南,2020,4898,0.01% ↑,,,,,,,
贵州,黔南,2021,4588,0.37% ↑,,,,,,,
贵州,黔南,2022,4537,0.20% ↑,,,,,,,
贵州,黔南,2023,4119,0.79% ↑,,,,,,,
贵州,黔南,2024,4162,0.96% ↑,,,,,,,
贵州,黔西南,2019,4230,0.26% ↑,,,,,,,
贵州,黔西南,2020,4199,0.80% ↓,,,,,,,
贵州,黔西南,2021,4143,—,,,,,,,
贵州,黔西南,2022,4145,0.42% ↓,,,,,,,
贵州,黔西南,2023,4162,0.33% ↑,,,,,,,
贵州,黔西南,2024,4252,0.61% ↑,,,,,,,
贵州,铜仁,2019,5123,0.18% ↓,,,,,,,
贵州,铜仁,2020,5130,0.27% ↑,,,,,,,
贵州,铜仁,2021,5036,0.44% ↓,,,,,,,
贵州,铜仁,2022,5005,0.23% ↑,,,,,,,
贵州,铜仁,2023,4927,0.78% ↓,,,,,,,
贵州,铜仁,2024,4853,0.13% ↑,,,,,,,
贵州,遵义,2016,4532,0.09% ↑,,,,,,,
贵州,遵义,2017,5510,0.01% ↑,,,,,,,
贵州,遵义,2018,6223,0.39% ↓,,,,,,,
贵州,遵义,2019,6237,0.68% ↓,,,,,,,
贵州,遵义,2020,6024,0.24% ↓,,,,,,,
贵州,遵义,2021,5743,1.07% ↓,,,,,,,
贵州,遵义,2022,5675,0.56% ↓,,,,,,,
贵州,遵义,2023,5383,0.15% ↑,,,,,,,
贵州,遵义,2024,5351,0.24% ↑,,,,,,,
海南,儋州,2023,7768,0.70% ↓,,,,,,,
海南,儋州,2024,7746,0.25% ↑,,,,,,,
海南,东方,2023,11179,0.76% ↓,,,,,,,
海南,东方,2024,11416,0.88% ↓,,,,,,,
海南,海口,2011,8011,1.95% ↓,,,,,,,
海南,海口,2012,7399,0.20% ↑,,,,,,,
海南,海口,2013,6913,0.74% ↑,,,,,,,
海南,海口,2014,7356,0.88% ↓,,,,,,,
海南,海口,2015,7143,1.00% ↓,,,,,,,
海南,海口,2016,7387,0.02% ↑,,,,,,,
海南,海口,2017,11881,0.02% ↑,,,,,,,
海南,海口,2018,14903,2.08% ↓,,,,,,,
海南,海口,2019,14881,0.03% ↓,,,,,,,
海南,海口,2020,14709,2.27% ↓,,,,,,,
海南,海口,2021,17571,0.65% ↑,,,,,,,
海南,海口,2022,17182,0.33% ↑,,,,,,,
海南,海口,2023,15484,1.16% ↓,,,,,,,
海南,海口,2024,15653,1.29% ↑,,,,,,,
海南,琼海,2023,9257,1.70% ↓,,,,,,,
海南,琼海,2024,9027,2.14% ↓,,,,,,,
海南,三亚,2011,16113,0.93% ↑,,,,,,,
海南,三亚,2012,18041,6.48% ↑,,,,,,,
海南,三亚,2013,18941,3.94% ↑,,,,,,,
海南,三亚,2014,19318,2.11% ↓,,,,,,,
海南,三亚,2015,14274,1.00% ↓,,,,,,,
海南,三亚,2016,14658,2.32% ↑,,,,,,,
海南,三亚,2017,26025,0.09% ↑,,,,,,,
海南,三亚,2018,31450,2.92% ↓,,,,,,,
海南,三亚,2019,28248,0.75% ↓,,,,,,,
海南,三亚,2020,26806,0.33% ↓,,,,,,,
海南,三亚,2021,30182,1.13% ↓,,,,,,,
海南,三亚,2022,30346,0.02% ↑,,,,,,,
海南,三亚,2023,29784,0.18% ↓,,,,,,,
海南,三亚,2024,29787,0.50% ↓,,,,,,,
海南,万宁,2023,10187,0.86% ↓,,,,,,,
海南,万宁,2024,9909,0.77% ↓,,,,,,,
海南,文昌,2023,8804,4.73% ↓,,,,,,,
海南,文昌,2024,9049,0.83% ↑,,,,,,,
海南,五指山,2023,9710,0.04% ↓,,,,,,,
海南,五指山,2024,9489,1.19% ↓,,,,,,,
河北,保定,2011,5526,0.23% ↓,,,,,,,
河北,保定,2012,5964,0.40% ↑,,,,,,,
河北,保定,2013,4894,1.32% ↓,,,,,,,
河北,保定,2015,7060,1.00% ↑,,,,,,,
河北,保定,2016,10069,4.62% ↑,,,,,,,
河北,保定,2017,12879,0.06% ↓,,,,,,,
河北,保定,2018,11274,1.83% ↓,,,,,,,
河北,保定,2019,10672,1.64% ↓,,,,,,,
河北,保定,2020,10528,1.77% ↓,,,,,,,
河北,保定,2021,9553,1.14% ↓,,,,,,,
河北,保定,2022,8963,0.38% ↑,,,,,,,
河北,保定,2023,8394,0.48% ↓,,,,,,,
河北,保定,2024,8262,0.35% ↓,,,,,,,
河北,沧州,2015,5719,1.00% ↓,,,,,,,
河北,沧州,2016,6779,2.32% ↑,,,,,,,
河北,沧州,2017,10062,0.19% ↓,,,,,,,
河北,沧州,2018,8844,0.11% ↑,,,,,,,
河北,沧州,2019,10445,2.08% ↓,,,,,,,
河北,沧州,2020,10853,1.22% ↓,,,,,,,
河北,沧州,2021,10200,4.47% ↓,,,,,,,
河北,沧州,2022,11428,2.27% ↑,,,,,,,
河北,沧州,2023,8858,0.55% ↓,,,,,,,
河北,沧州,2024,8831,0.47% ↑,,,,,,,
河北,承德,2015,6012,1.00% ↑,,,,,,,
河北,承德,2016,6641,1.36% ↑,,,,,,,
河北,承德,2017,9183,0.02% ↑,,,,,,,
河北,承德,2018,9233,1.20% ↓,,,,,,,
河北,承德,2019,10486,2.90% ↑,,,,,,,
河北,承德,2020,10191,2.18% ↓,,,,,,,
河北,承德,2021,9238,1.60% ↓,,,,,,,
河北,承德,2022,8563,0.87% ↑,,,,,,,
河北,承德,2023,8220,0.44% ↓,,,,,,,
河北,承德,2024,8262,0.45% ↑,,,,,,,
河北,定州,2017,6613,0.07% ↑,,,,,,,
河北,定州,2018,7104,0.79% ↓,,,,,,,
河北,定州,2019,7193,0.33% ↑,,,,,,,
河北,定州,2020,7165,0.03% ↓,,,,,,,
河北,定州,2021,7135,0.77% ↓,,,,,,,
河北,定州,2022,6984,0.01% ↑,,,,,,,
河北,定州,2023,6668,0.05% ↑,,,,,,,
河北,定州,2024,6506,0.54% ↓,,,,,,,
河北,邯郸,2011,6058,0.08% ↑,,,,,,,
河北,邯郸,2012,5952,—,,,,,,,
河北,邯郸,2013,5952,—,,,,,,,
河北,邯郸,2015,6205,5.00% ↑,,,,,,,
河北,邯郸,2016,6468,1.18% ↑,,,,,,,
河北,邯郸,2017,8335,0.02% ↓,,,,,,,
河北,邯郸,2018,9656,0.57% ↓,,,,,,,
河北,邯郸,2019,9920,0.02% ↓,,,,,,,
河北,邯郸,2020,10105,0.11% ↑,,,,,,,
河北,邯郸,2021,10091,0.64% ↓,,,,,,,
河北,邯郸,2022,10287,0.74% ↑,,,,,,,
河北,邯郸,2023,9545,0.53% ↓,,,,,,,
河北,邯郸,2024,9463,0.15% ↓,,,,,,,
河北,衡水,2015,4834,1.00% ↓,,,,,,,
河北,衡水,2016,5004,0.94% ↑,,,,,,,
河北,衡水,2017,7905,0.04% ↓,,,,,,,
河北,衡水,2018,7749,0.09% ↑,,,,,,,
河北,衡水,2019,7800,0.68% ↓,,,,,,,
河北,衡水,2020,8026,0.06% ↑,,,,,,,
河北,衡水,2021,7700,0.23% ↓,,,,,,,
河北,衡水,2022,7482,0.01% ↑,,,,,,,
河北,衡水,2023,6630,1.82% ↓,,,,,,,
河北,衡水,2024,6543,0.03% ↑,,,,,,,
河北,廊坊,2011,7504,0.46% ↓,,,,,,,
河北,廊坊,2012,6927,0.75% ↓,,,,,,,
河北,廊坊,2013,7208,3.03% ↓,,,,,,,
河北,廊坊,2014,7358,0.97% ↑,,,,,,,
河北,廊坊,2015,6986,2.00% ↑,,,,,,,
河北,廊坊,2016,16045,1.58% ↑,,,,,,,
河北,廊坊,2017,15439,0.06% ↓,,,,,,,
河北,廊坊,2018,13869,1.62% ↓,,,,,,,
河北,廊坊,2019,13757,1.18% ↓,,,,,,,
河北,廊坊,2020,13848,1.23% ↓,,,,,,,
河北,廊坊,2021,11811,1.30% ↓,,,,,,,
河北,廊坊,2022,10847,0.75% ↑,,,,,,,
河北,廊坊,2023,9810,0.97% ↓,,,,,,,
河北,廊坊,2024,9788,0.95% ↑,,,,,,,
河北,秦皇岛,2011,7757,0.03% ↑,,,,,,,
河北,秦皇岛,2012,7734,1.04% ↑,,,,,,,
河北,秦皇岛,2013,7883,0.20% ↑,,,,,,,
河北,秦皇岛,2015,5767,1.00% ↑,,,,,,,
河北,秦皇岛,2016,6445,0.48% ↑,,,,,,,
河北,秦皇岛,2017,7941,0.01% ↓,,,,,,,
河北,秦皇岛,2018,9183,0.21% ↓,,,,,,,
河北,秦皇岛,2019,11382,1.08% ↑,,,,,,,
河北,秦皇岛,2020,11684,0.17% ↑,,,,,,,
河北,秦皇岛,2021,11415,1.64% ↓,,,,,,,
河北,秦皇岛,2022,10367,0.76% ↓,,,,,,,
河北,秦皇岛,2023,9363,0.84% ↓,,,,,,,
河北,秦皇岛,2024,9187,0.75% ↓,,,,,,,
河北,石家庄,2010,6406,3.91% ↑,,,,,,,
河北,石家庄,2011,7248,1.92% ↓,,,,,,,
河北,石家庄,2012,7661,0.65% ↑,,,,,,,
河北,石家庄,2013,8569,1.34% ↑,,,,,,,
